,topic,tweet,tweet_stemmed
3482,soda,"おはようございます☀️
本日の新刊本コーナーの入荷はこちらです✨
ご来店お待ちしております^^

#ブックオフ #平塚駅 #少年マガジン #少年サンデー #SODA #Ray #ViVi #SPUR #Spring #ポポロ #MYOJO #JUNON #ブルーピリオド #宝石の国 #失格王子 #呪いの魔剣 #災害級使徒 t.co/3FATZQdSft","['おはようございます', '本日の新刊本コーナーの入荷はこちらです', 'ご来店お待ちしております', 'ブックオフ', '平塚駅', '少年マガジン', '少年サンデー', 'soda', 'ray', 'vivi', 'spur', 'spring', 'ポポロ', 'myojo', 'junon', 'ブルーピリオド', '宝石の国', '失格王子', '呪いの魔剣', '災害級使徒', 'tcofatzqdsft']"
3487,soda,"Next @reason Speakeasy is 12/1 and features a live q&amp;a with @KaytlinBailey
of @oldprosonline talking abt destigmatizing and decriminalizing sex work. $10 ticket includes beer, wine, soda, food and great conversation. Details: t.co/NHOo5pm2Hb","['next', 'reason', 'speakeasi', 'featur', 'live', 'qampa', 'kaytlinbailey', 'oldprosonlin', 'talk', 'abt', 'destigmat', 'decrimin', 'sex', 'work', 'ticket', 'includ', 'beer', 'wine', 'soda', 'food', 'great', 'convers', 'detail', 'tconhoopmhb']"
3489,soda,"@cream_soda_crr ただいまです！！
乗せてもらってTLまで送ってもらいました😂","['creamsodacrr', 'ただいまです', '乗せてもらってtlまで送ってもらいました', '']"
3497,soda,"@gavin_spoor I haven't had a soda since 2005, I had to totally stop.","['gavinspoor', 'havent', 'soda', 'sinc', 'total', 'stop']"
3504,soda,@Eve4Prez @fatdragmeatball @BigDipperJelly Wtf is soda?,"['eveprez', 'fatdragmeatbal', 'bigdipperjelli', 'wtf', 'soda']"
3509,soda,Why’d my little brother freak out over how much calories his soda had “oh my god 260?!” Like sir ur 7 .. 😭,"['littl', 'brother', 'freak', 'much', 'calori', 'soda', 'oh', 'god', 'like', 'sir', 'ur', '']"
3517,soda,"I’m flashing back to the lacto-fermented pear rosemary soda I made in college, and I suddenly miss making weird-ass fancy sodas with weird fermentation methods and no recipes","['flash', 'back', 'lactofer', 'pear', 'rosemari', 'soda', 'made', 'colleg', 'suddenli', 'miss', 'make', 'weirdass', 'fanci', 'soda', 'weird', 'ferment', 'method', 'recip']"
3538,soda,"🥤Outta Town Pop is our spot for imported soda, snacks, and their fun Mystery Boxes! From ramen chips to Danish kiwi Fanta, they've got it!
🧿 Earth &amp; Chain features handcrafted jewelry at an affordable price point. From pearl bead rings to heart lock necklaces, we can't choose!","['', 'outta', 'town', 'pop', 'spot', 'import', 'soda', 'snack', 'fun', 'mysteri', 'box', 'ramen', 'chip', 'danish', 'kiwi', 'fanta', 'theyv', 'got', 'earth', 'amp', 'chain', 'featur', 'handcraft', 'jewelri', 'afford', 'price', 'point', 'pearl', 'bead', 'ring', 'heart', 'lock', 'necklac', 'cant', 'choos']"
3542,soda,"Day 6 :  Showing off my Simpsons POPs Every day in hope to one day get a Freddy Soda 🙏
At midnight 🇬🇧 time.
Today is Chief Wiggum 
#funko #smfsoda #funkoPOP #FunkoSODA #funkocollection #funkofunatic #FOTW @OriginalFunko @FunkoEurope  @brianmariotti t.co/I1YubOqHGs","['day', 'show', 'simpson', 'pop', 'everi', 'day', 'hope', 'one', 'day', 'get', 'freddi', 'soda', 'midnight', 'time', 'today', 'chief', 'wiggum', 'funko', 'smfsoda', 'funkopop', 'funkosoda', 'funkocollect', 'funkofunat', 'fotw', 'originalfunko', 'funkoeurop', 'brianmariotti', 'tcoiyuboqhg']"
3545,soda,@JoePompliano @OmarMoraIes na they cashing in those soda cans fam,"['joepompliano', 'omarmorai', 'na', 'cash', 'soda', 'can', 'fam']"
3547,soda,"Sweet Poison is about the author's story of how Aspartame almost killed her. It's crazy how most people still don't know about the dangers of aspartame. 5/5 for getting some truth to consumers. Very informative, I'll never have another diet soda again: t.co/yEPWOpm7LJ #ad t.co/APOaFhvPMF","['sweet', 'poison', 'author', 'stori', 'aspartam', 'almost', 'kill', 'crazi', 'peopl', 'still', 'dont', 'know', 'danger', 'aspartam', 'get', 'truth', 'consum', 'inform', 'ill', 'never', 'anoth', 'diet', 'soda', 'tcoyepwopmlj', 'ad', 'tcoapoafhvpmf']"
3549,soda,@omsodaa rokonya soda bisa hidup wkwk,"['omsodaa', 'rokonya', 'soda', 'bisa', 'hidup', 'wkwk']"
3550,soda,@marieeeme_soda ❤️🫶🏽,"['marieeemesoda', '']"
3557,soda,"@MattMoon500 @staceeeeeea @steveddalton @PamelaDKing5 @gwoman9810 @Blashernaandez1 @nnky615 @stephanip96 @MooreTitansLove @ICALIQUEENI @Btligon @janna_brennan Thanks brotha! Hope yours has been chill and full of football, food, beer and creme soda","['mattmoon', 'staceeeeeea', 'steveddalton', 'pameladk', 'gwoman', 'blashernaandez', 'nnki', 'stephanip', 'mooretitanslov', 'icaliqueeni', 'btligon', 'jannabrennan', 'thank', 'brotha', 'hope', 'chill', 'full', 'footbal', 'food', 'beer', 'creme', 'soda']"
3560,soda,32 años de uno de los mejores discos en la historia del Rock en Español: ‘Canción Animal’ de Soda Stereo t.co/DpRmYICPOj t.co/e9olGHPE6A,"['', 'año', 'de', 'uno', 'de', 'lo', 'mejor', 'disco', 'en', 'la', 'historia', 'del', 'rock', 'en', 'español', 'canción', 'anim', 'de', 'soda', 'stereo', 'tcodprmyicpoj', 'tcoeolghpea']"
3562,soda,"@krysilove Aww, I feel bad for her. She’s definitely bringing the ice and 2-liter soda next year, tho.","['krysilov', 'aww', 'feel', 'bad', 'definit', 'bring', 'ice', 'liter', 'soda', 'next', 'year', 'tho']"
3573,soda,"Day 7 :  Showing off my Simpsons POPs Every other day in hope to one day get a Freddy Soda 🙏
At midnight 🇬🇧 time.
Today is Ralph Wiggum 
#funko #smfsoda #funkoPOP #FunkoSODA #funkocollection #funkofunatic #FOTW @OriginalFunko @FunkoEurope  @brianmariotti t.co/bu6ZQc6CVu","['day', 'show', 'simpson', 'pop', 'everi', 'day', 'hope', 'one', 'day', 'get', 'freddi', 'soda', 'midnight', 'time', 'today', 'ralph', 'wiggum', 'funko', 'smfsoda', 'funkopop', 'funkosoda', 'funkocollect', 'funkofunat', 'fotw', 'originalfunko', 'funkoeurop', 'brianmariotti', 'tcobuzqccvu']"
3574,soda,"@soda_pachi ご参加ありがとうございます✨
抽選結果は画像をタップしてチェック👀

当選された方には後ほどDMをお届けします📩

12/15(木)23時59分まで
毎日ご応募ご参加頂けます♪

抽選結果はこちら👇","['sodapachi', 'ご参加ありがとうございます', '抽選結果は画像をタップしてチェック', '当選された方には後ほどdmをお届けします', '木時分まで', '毎日ご応募ご参加頂けます', '抽選結果はこちら', '']"
3582,soda,"@soda_pachi 
👏レイク新CM記念👏
＃レはレイクのレ キャンペーンに参加いただきありがとうございます！
その場で500名様にAmazonギフト券2,000円分が当たり、#千鳥 からのオリジナルメッセージも🌟
11/30まで毎日応募可能💪
抽選結果は動画をチェックしてね❣
応募規約▶️t.co/nh3nY9vXaR t.co/9CQ2rDv8lj","['sodapachi', 'レイク新cm記念', 'レはレイクのレ', 'キャンペーンに参加いただきありがとうございます', 'その場で名様にamazonギフト券円分が当たり', '千鳥', 'からのオリジナルメッセージも', 'まで毎日応募可能', '抽選結果は動画をチェックしてね', '応募規約', 'tconhnyvxar', 'tcocqrdvlj']"
3583,soda,when u read my @ do u think coke like soda or coke like cocaine?😭,"['u', 'read', 'u', 'think', 'coke', 'like', 'soda', 'coke', 'like', 'cocain', '']"
3584,soda,"@soda_pachi 残念…！はずれです。
年末はぜひハイネケンでカンパイしてね！
2022年にカンパイ！🍻
t.co/YUefg7LTXN t.co/dcP0WdeBr0","['sodapachi', '残念', 'はずれです', '年末はぜひハイネケンでカンパイしてね', '年にカンパイ', 'tcoyuefgltxn', 'tcodcpwdebr']"
3585,soda,The Arizona State mascot gave him a 3-piece and a soda 😂 t.co/O6ruZX4ROf,"['arizona', 'state', 'mascot', 'gave', 'piec', 'soda', 'tcooruzxrof']"
3592,soda,"@cream_soda_ooo 
ごめんなさい…ハズレです…😢
ザ・フルーツ トライアルセットプレゼントキャンペーンに参加いただきありがとうございます！

チャンスは12月4日(日)まで！毎日応募受付中♪ t.co/5vPsCkhKMT","['creamsodaooo', 'ごめんなさい', 'ハズレです', 'ザ', 'フルーツ', 'トライアルセットプレゼントキャンペーンに参加いただきありがとうございます', 'チャンスは月日日まで', '毎日応募受付中', 'tcovpsckhkmt']"
3594,soda,"@cream_soda_ooo ご参加ありがとうございます😆
結果は動画をチェック！
※当選者には後日DMを送ります t.co/Edyh42Wdbi","['creamsodaooo', 'ご参加ありがとうございます', '結果は動画をチェック', '当選者には後日dmを送ります', 'tcoedyhwdbi']"
3596,soda,You like the book from Misery. And we need more soda bottle shoe shops in troubled schools. t.co/1McRSOqUdt,"['like', 'book', 'miseri', 'need', 'soda', 'bottl', 'shoe', 'shop', 'troubl', 'school', 'tcomcrsoqudt']"
3597,soda,"Soda Stereo
The Cure
Queen
Deep Purple
Kiss
(El orden de los factores no altera el producto...)","['soda', 'stereo', 'cure', 'queen', 'deep', 'purpl', 'kiss', 'el', 'orden', 'de', 'lo', 'factor', 'altera', 'el', 'producto']"
3598,soda,"@cream_soda_ooo さま
ご参加ありがとうございます！
抽選の結果、残念ながら「はずれ」です😢

キャンペーンは11/27(日)11:59まで
毎日応募できるので挑戦してくださいね🎶

応募規約▼
t.co/Tf7xDydVmf

👇​Twitter以外のキャンペーンはこちらをチェック👀","['creamsodaooo', 'さま', 'ご参加ありがとうございます', '抽選の結果', '残念ながら', 'はずれ', 'です', 'キャンペーンは日まで', '毎日応募できるので挑戦してくださいね', '応募規約', 'tcotfxdydvmf', 'twitter以外のキャンペーンはこちらをチェック', '']"
3600,soda,"Yet soda will record that amid our differences, we acted with purpose. That is the customer of this body. t.co/HOGljUtvUJ","['yet', 'soda', 'record', 'amid', 'differ', 'act', 'purpos', 'custom', 'bodi', 'tcohogljutvuj']"
3627,soda,Right now the JMU Sun Belt East Champonship pizza party plan is 20 pizzas pepperoni and cheese mixes. 10 2 liters of soda (variety) and 10 cheesy breads. I think that oughta cover it,"['right', 'jmu', 'sun', 'belt', 'east', 'champonship', 'pizza', 'parti', 'plan', 'pizza', 'pepperoni', 'chees', 'mix', 'liter', 'soda', 'varieti', 'cheesi', 'bread', 'think', 'oughta', 'cover']"
3638,soda,"I remember I was challenged to stop drinking soda in 2017, I only drink water and cranberry juice now. Might drink a ginger ale once in a blue moon.","['rememb', 'challeng', 'stop', 'drink', 'soda', 'drink', 'water', 'cranberri', 'juic', 'might', 'drink', 'ginger', 'ale', 'blue', 'moon']"
3644,soda,"@EDGYCOMPANION “I suppose . . . but I’ve gone without needing to talk about it in many eras.”

Jack drinks some of his soda.

“Do you have a big family? Boyfriend? Girlfriend?”","['edgycompanion', 'suppos', 'gone', 'without', 'need', 'talk', 'mani', 'era', 'jack', 'drink', 'soda', 'big', 'famili', 'boyfriend', 'girlfriend', '']"
3656,soda,"@kyourikiko_soda ペニーワイズ感ちょっとありますねｗ
顔のない姿で血の海からぬるっと出現！
忌み子の角が生えてるのも不気味…","['kyourikikosoda', 'ペニーワイズ感ちょっとありますねｗ', '顔のない姿で血の海からぬるっと出現', '忌み子の角が生えてるのも不気味', '']"
3660,soda,@FerretBomb Thanks for the tip! - gonna try the baking soda trick some people mentioned then move on to this if if doesn't work.,"['ferretbomb', 'thank', 'tip', 'gonna', 'tri', 'bake', 'soda', 'trick', 'peopl', 'mention', 'move', 'doesnt', 'work']"
3662,soda,"@Ozai75 Yeah, peeps have been mentioning the baking soda - gonna give that a try first!","['ozai', 'yeah', 'peep', 'mention', 'bake', 'soda', 'gonna', 'give', 'tri', 'first']"
3664,soda,@megathom13 But how many guns and empty soda cans on your bedside table?,"['megathom', 'mani', 'gun', 'empti', 'soda', 'can', 'bedsid', 'tabl']"
3669,soda,@Qwerty_Soda The kind of face with physical recoil that you make when you find out they didnt remove what you asked from your order,"['qwertysoda', 'kind', 'face', 'physic', 'recoil', 'make', 'find', 'didnt', 'remov', 'ask', 'order']"
3674,soda,"🎶 ""Soda"" by Foreign Dutch t.co/8IWZZeOTSW t.co/Jz2Se2FIUy","['', 'soda', 'foreign', 'dutch', 'tcoiwzzeotsw', 'tcojzsefiuy']"
3678,soda,"@Qwerty_Soda My mother would make a face at gay kiss scenes and I'd be like ""whats with the face"" and she'd be like ""n-nothing its just like uhhh I dont like kiss scenes in general"", and ofc be completely fine during wet and sloppy sounding straight kiss scenes","['qwertysoda', 'mother', 'would', 'make', 'face', 'gay', 'kiss', 'scene', 'id', 'like', 'what', 'face', 'shed', 'like', 'nnoth', 'like', 'uhhh', 'dont', 'like', 'kiss', 'scene', 'gener', 'ofc', 'complet', 'fine', 'wet', 'sloppi', 'sound', 'straight', 'kiss', 'scene']"
3683,soda,"Se antoja una peda de esas que empiezas con The Beatles, luego pasas a Soda Stereo, te la mamas con Intocable y ya bien pedo pones a Pepe Aguilar.","['se', 'antoja', 'una', 'peda', 'de', 'esa', 'que', 'empieza', 'con', 'beatl', 'luego', 'pasa', 'soda', 'stereo', 'te', 'la', 'mama', 'con', 'intoc', 'ya', 'bien', 'pedo', 'pone', 'pepe', 'aguilar']"
3692,soda,@V_Doof @TenderlocheVT cream soda!!! 🥰🥤,"['vdoof', 'tenderlochevt', 'cream', 'soda', '']"
3695,soda,"@soda_pachi
残念ながら落選となりました😭明日もチャレンジできます👍そしてはずれてしまった皆さんにもまだチャンスが！抽選で合計7名様にクリスマスパーティー装飾セットをプレゼント！当選者のみDMにてご報告します✨これからも #ドミノピザ をよろしくお願いします🍕 t.co/e1orA2TEoe","['sodapachi', '残念ながら落選となりました', '明日もチャレンジできます', 'そしてはずれてしまった皆さんにもまだチャンスが', '抽選で合計名様にクリスマスパーティー装飾セットをプレゼント', '当選者のみdmにてご報告します', 'これからも', 'ドミノピザ', 'をよろしくお願いします', 'tcoeorateo']"
3696,soda,"@amanda_siebert Huge fan of mocktails, the more complex the better. Failing that, kombucha, NA beer, or the tried-and-true club soda with lime (sorry)","['amandasiebert', 'huge', 'fan', 'mocktail', 'complex', 'better', 'fail', 'kombucha', 'na', 'beer', 'triedandtru', 'club', 'soda', 'lime', 'sorri']"
3702,soda,"@soda_pachi W賞の応募１口完了！
毎日応募で当選確率UP！

🚪扉が閉まると
ギフト券が当たる！

当選者にはDMが届きますので
フォローを外さず
お待ちください！

映画原作の試読もできる
▽特設サイトはコチラ
t.co/P4NGHSyTu8 t.co/0b3mEBOo5k","['sodapachi', 'w賞の応募１口完了', '毎日応募で当選確率up', '扉が閉まると', 'ギフト券が当たる', '当選者にはdmが届きますので', 'フォローを外さず', 'お待ちください', '映画原作の試読もできる', '特設サイトはコチラ', 'tcopnghsytu', 'tcobmebook']"
3703,soda,"@soda_pachi 
👏レイク新CM記念👏
＃レはレイクのレ キャンペーンに参加いただきありがとうございます！
その場で500名様にAmazonギフト券2,000円分が当たり、#千鳥 からのオリジナルメッセージも🌟
11/30まで毎日応募可能💪
抽選結果は動画をチェックしてね❣
応募規約▶️t.co/xBx0DvKzef t.co/9vXpf4NLJm","['sodapachi', 'レイク新cm記念', 'レはレイクのレ', 'キャンペーンに参加いただきありがとうございます', 'その場で名様にamazonギフト券円分が当たり', '千鳥', 'からのオリジナルメッセージも', 'まで毎日応募可能', '抽選結果は動画をチェックしてね', '応募規約', 'tcoxbxdvkzef', 'tcovxpfnljm']"
3707,soda,@SoDa_FiiZz Its time to come and play sonk t.co/4zCb1DmKTV,"['sodafiizz', 'time', 'come', 'play', 'sonk', 'tcozcbdmktv']"
3712,soda,@BeckyABerry Don’t drink any soda,"['beckyaberri', 'drink', 'soda']"
3713,soda,"@amanda_siebert I enjoy sipping on a really cold Coke (I put it in freezer for 20 min).

It reminds me of drinking rye &amp; coke, and caffeine keeps me energized.

For weed drinks:
- XMG THC Cream Soda is super tasty
- Keef Root Beer is good 

I also like tiny glass bottles of sparkling water.","['amandasiebert', 'enjoy', 'sip', 'realli', 'cold', 'coke', 'put', 'freezer', 'min', 'remind', 'drink', 'rye', 'amp', 'coke', 'caffein', 'keep', 'energ', 'weed', 'drink', 'xmg', 'thc', 'cream', 'soda', 'super', 'tasti', 'keef', 'root', 'beer', 'good', 'also', 'like', 'tini', 'glass', 'bottl', 'sparkl', 'water']"
3720,soda,"@esagentemala Soy fan de Soda y es un temazo ese, como todos los de Soda.💪👏👏","['esagentemala', 'soy', 'fan', 'de', 'soda', 'es', 'un', 'temazo', 'ese', 'como', 'todo', 'lo', 'de', 'soda', '']"
3726,soda,@DontCallMeDebby Soda and chocolate Lmmfao,"['dontcallmedebbi', 'soda', 'chocol', 'lmmfao']"
3741,soda,"@rigoberto_lobo @GabyTrompetero @Jefferson_Diaz Gustavo Cerati,🎸💕fue siempre mi amor platónico.Soda Stereo lo sigo desde sus inicios, fui a 3 conciertos en Caracas y a Cerati lo ví 2 veces y ahora estoy en Buenos Aires.
 Me siento súper bien aquí. 🇦🇷","['rigobertolobo', 'gabytrompetero', 'jeffersondiaz', 'gustavo', 'cerati', 'fue', 'siempr', 'mi', 'amor', 'platónicosoda', 'stereo', 'lo', 'sigo', 'desd', 'su', 'inicio', 'fui', 'concierto', 'en', 'caraca', 'cerati', 'lo', 'ví', 'vece', 'ahora', 'estoy', 'en', 'bueno', 'air', 'siento', 'súper', 'bien', 'aquí', '']"
3750,soda,"ᴱⁿ ᵐᵒᵈᵒ ˢᵖᵒᵗⁱᶠʸ🎧
...""Ecos - Soda Stero""🎶
ᶠᵒˡˡᵒʷ🤪 ᶠᴬⱽ❤️ ᴿᵀ🔁","['ᴱⁿ', 'ᵐᵒᵈᵒ', 'ˢᵖᵒᵗⁱᶠʸ', 'eco', 'soda', 'stero', 'ᶠᵒˡˡᵒʷ', 'ᶠᴬⱽ', 'ᴿᵀ', '']"
3751,soda,"ROLLCALL: How long have you been sippin on Jones Soda? 

📷: Victoria Margarita since 2007 t.co/8I6P6zUIH7","['rollcal', 'long', 'sippin', 'jone', 'soda', 'victoria', 'margarita', 'sinc', 'tcoipzuih']"
3760,soda,"“yeah i stopped drinking soda”
but now instead of soda i order alcohol","['', 'yeah', 'stop', 'drink', 'soda', 'instead', 'soda', 'order', 'alcohol']"
3762,soda,"No lo hice pensando en equivalencias con hoy en día, debería hacerlo

Ponele para mi en cuanto A VIBRAS Cebra es re Soda Stereo por ende hubiese ranchado con Charly Alberti como cuando le voy a romper las guindas a Pato","['lo', 'hice', 'pensando', 'en', 'equivalencia', 'con', 'hoy', 'en', 'día', 'debería', 'hacerlo', 'ponel', 'para', 'mi', 'en', 'cuanto', 'vibra', 'cebra', 'es', 'soda', 'stereo', 'por', 'end', 'hubies', 'ranchado', 'con', 'charli', 'alberti', 'como', 'cuando', 'le', 'voy', 'romper', 'la', 'guinda', 'pato']"
