,topic,tweet,tweet_tokenized
6228,soda taxes,Poorest Americans drink a lot more sugary drinks than the richest – which is why soda taxes could help reduce gaping health inequalities - t.co/E443iyuCsO,"['poorest', 'americans', 'drink', 'a', 'lot', 'more', 'sugary', 'drinks', 'than', 'the', 'richest', 'which', 'is', 'why', 'soda', 'taxes', 'could', 'help', 'reduce', 'gaping', 'health', 'inequalities', 'tcoeiyucso']"
6230,soda taxes,"Currently listed with @SSBrokerage is Sunseeker Manhattan 66, ‘SODA ASH V’.

Price: £1,899,950 TAX PAID.
Built: 2018
Max Speed: 30 Knots 
Location: Spain
Guests: 8 

To enquire, email info@sunseekerbrokerage.com📧

#Sunseeker t.co/tKUg5wK6nd","['currently', 'listed', 'with', 'ssbrokerage', 'is', 'sunseeker', 'manhattan', 'soda', 'ash', 'v', 'price', 'tax', 'paid', 'built', 'max', 'speed', 'knots', 'location', 'spain', 'guests', 'to', 'enquire', 'email', 'infosunseekerbrokeragecom', 'sunseeker', 'tcotkugwknd']"
6231,soda taxes,"NOIC has recorded a ZWL$12.2 billion profit after tax. The firm declared a ZWL$659 million dividend to government.

This was revealed by the Minister of Energy and Power Development, Hon Zhemu Soda at the NOIC 7th AGM in Harare. t.co/Vf51A15Ig5","['noic', 'has', 'recorded', 'a', 'zwl', 'billion', 'profit', 'after', 'tax', 'the', 'firm', 'declared', 'a', 'zwl', 'million', 'dividend', 'to', 'government', 'this', 'was', 'revealed', 'by', 'the', 'minister', 'of', 'energy', 'and', 'power', 'development', 'hon', 'zhemu', 'soda', 'at', 'the', 'noic', 'th', 'agm', 'in', 'harare', 'tcovfaig']"
6234,soda taxes,"Fetterman Supports Soda Taxes &amp; Claims They Aren’t Regressive, But Bernie Sanders Begs To Differ t.co/qDzeDqxIwc via @patrickmgleason #PAsen","['fetterman', 'supports', 'soda', 'taxes', 'amp', 'claims', 'they', 'aren', 't', 'regressive', 'but', 'bernie', 'sanders', 'begs', 'to', 'differ', 'tcoqdzedqxiwc', 'via', 'patrickmgleason', 'pasen']"
6235,soda taxes,"Fetterman endorsed a soda tax that was even too radical for Bernie Sanders, who called it “regressive” and “increasing taxes on low income and working people.” t.co/53Xz56TBWM #PAsen","['fetterman', 'endorsed', 'a', 'soda', 'tax', 'that', 'was', 'even', 'too', 'radical', 'for', 'bernie', 'sanders', 'who', 'called', 'it', 'regressive', 'and', 'increasing', 'taxes', 'on', 'low', 'income', 'and', 'working', 'people', 'tcoxztbwm', 'pasen']"
6236,soda taxes,"VIDEO: Fetterman endorsed soda tax, calls it “brilliant” t.co/WjMND4eyQ2 #PASen","['video', 'fetterman', 'endorsed', 'soda', 'tax', 'calls', 'it', 'brilliant', 'tcowjmndeyq', 'pasen']"
6237,soda taxes,"Fetterman endorsed a soda tax that was even too radical for Bernie Sanders, who called it “regressive” and “increasing taxes on low income and working people.” t.co/q5PTecB9W7 #PAsen","['fetterman', 'endorsed', 'a', 'soda', 'tax', 'that', 'was', 'even', 'too', 'radical', 'for', 'bernie', 'sanders', 'who', 'called', 'it', 'regressive', 'and', 'increasing', 'taxes', 'on', 'low', 'income', 'and', 'working', 'people', 'tcoqptecbw', 'pasen']"
6238,soda taxes,"VIDEO: Fetterman endorsed soda tax, calls it “brilliant” t.co/NRunwhkt52 #PAsen","['video', 'fetterman', 'endorsed', 'soda', 'tax', 'calls', 'it', 'brilliant', 'tconrunwhkt', 'pasen']"
6240,soda taxes,"🥤Is the #PhillyBevTax effective in reducing adolescents’ intake of soda?

🥤Do low income families think the tax is fair?

Our researchers wanted to better understand the impact of sugary drink taxes on children’s health. Our latest report dives in ⤵️
t.co/NFf4s3iXp5","['', 'is', 'the', 'phillybevtax', 'effective', 'in', 'reducing', 'adolescents', 'intake', 'of', 'soda', 'do', 'low', 'income', 'families', 'think', 'the', 'tax', 'is', 'fair', 'our', 'researchers', 'wanted', 'to', 'better', 'understand', 'the', 'impact', 'of', 'sugary', 'drink', 'taxes', 'on', 'children', 's', 'health', 'our', 'latest', 'report', 'dives', 'in', 'tconffsixp']"
6245,soda taxes,"Fascinating side note. This isn't the first time Texas billionaires John &amp; Laura Arnold have pumped big money into a local ballot campaign here. In 2017, their foundation gave over $800,000 to a failed effort to tax soda/sugary drinks in Multnomah County.
t.co/856FOw2NTK","['fascinating', 'side', 'note', 'this', 'isnt', 'the', 'first', 'time', 'texas', 'billionaires', 'john', 'amp', 'laura', 'arnold', 'have', 'pumped', 'big', 'money', 'into', 'a', 'local', 'ballot', 'campaign', 'here', 'in', 'their', 'foundation', 'gave', 'over', 'to', 'a', 'failed', 'effort', 'to', 'tax', 'sodasugary', 'drinks', 'in', 'multnomah', 'county', 'tcofowntk']"
6252,soda taxes,"""Poorest Americans drink a lot more sugary drinks than the richest – which is why soda taxes could help reduce gaping health inequalities"" t.co/Dg1fk5zb1A","['poorest', 'americans', 'drink', 'a', 'lot', 'more', 'sugary', 'drinks', 'than', 'the', 'richest', 'which', 'is', 'why', 'soda', 'taxes', 'could', 'help', 'reduce', 'gaping', 'health', 'inequalities', 'tcodgfkzba']"
6254,soda taxes,@Jack68152867 @ClaudetteGGibs1 NY tried to tax soda and we saw how that went . . . .,"['jack', 'claudetteggibs', 'ny', 'tried', 'to', 'tax', 'soda', 'and', 'we', 'saw', 'how', 'that', 'went', '']"
6257,soda taxes,"@bklynymk @EfratChocron UTJ and Likud haven't lowered the tax on soda yet so, you know, that stuff's still expensive. Why not do a little grocery shopping while attacking ""shiksas?""","['bklynymk', 'efratchocron', 'utj', 'and', 'likud', 'havent', 'lowered', 'the', 'tax', 'on', 'soda', 'yet', 'so', 'you', 'know', 'that', 'stuffs', 'still', 'expensive', 'why', 'not', 'do', 'a', 'little', 'grocery', 'shopping', 'while', 'attacking', 'shiksas']"
6259,soda taxes,@Humbert4Council @RigelRobinson @caldems I hope Sam paid the soda tax for that sugar-sweetened beverage,"['humbertcouncil', 'rigelrobinson', 'caldems', 'i', 'hope', 'sam', 'paid', 'the', 'soda', 'tax', 'for', 'that', 'sugarsweetened', 'beverage']"
6260,soda taxes,You've heard of the soda tax. But do you know about the CANDY tax?🍭@7newsDC t.co/jG0o0TqcuY,"['youve', 'heard', 'of', 'the', 'soda', 'tax', 'but', 'do', 'you', 'know', 'about', 'the', 'candy', 'tax', 'newsdc', 'tcojgotqcuy']"
6274,soda taxes,"*This is a repost of an older post Tax on Soda, Relocating Fast Food Joints, all in the name of Prevention t.co/zTTZOFxnok #diabetes","['this', 'is', 'a', 'repost', 'of', 'an', 'older', 'post', 'tax', 'on', 'soda', 'relocating', 'fast', 'food', 'joints', 'all', 'in', 'the', 'name', 'of', 'prevention', 'tcozttzofxnok', 'diabetes']"
6279,soda taxes,How about Bibi agrees to eliminate the tax on soda and disposables and we call it a day and a victory for the haredim and the right. He can also lower taxes on dishwashers.,"['how', 'about', 'bibi', 'agrees', 'to', 'eliminate', 'the', 'tax', 'on', 'soda', 'and', 'disposables', 'and', 'we', 'call', 'it', 'a', 'day', 'and', 'a', 'victory', 'for', 'the', 'haredim', 'and', 'the', 'right', 'he', 'can', 'also', 'lower', 'taxes', 'on', 'dishwashers']"
6283,soda taxes,"Lunch today at Five Guys in Henrico, Virginia:

Cheeseburger
Small fries
Small soda

=  $19.55 after tax

#RVA #RVADine #inflation #fastfood #restaurants t.co/rLC7AlhjUW","['lunch', 'today', 'at', 'five', 'guys', 'in', 'henrico', 'virginia', 'cheeseburger', 'small', 'fries', 'small', 'soda', 'after', 'tax', 'rva', 'rvadine', 'inflation', 'fastfood', 'restaurants', 'tcorlcalhjuw']"
6284,soda taxes,"Introducing the #ResidentEvil series of merchandise!

■Umbrella Corporation pill-like RAMUNE
Price: 864 yen (tax included)

A bottle of RAMUNE in the image of the well-known ""Umbrella Inc."" tablets from Resident Evil is now available.
※RAMUNE…soda fizzy candy

#CAPCOM t.co/6Mua7a1o7D","['introducing', 'the', 'residentevil', 'series', 'of', 'merchandise', 'umbrella', 'corporation', 'pilllike', 'ramune', 'price', 'yen', 'tax', 'included', 'a', 'bottle', 'of', 'ramune', 'in', 'the', 'image', 'of', 'the', 'wellknown', 'umbrella', 'inc', 'tablets', 'from', 'resident', 'evil', 'is', 'now', 'available', 'ramune', 'soda', 'fizzy', 'candy', 'capcom', 'tcomuaaod']"
6285,soda taxes,"@TG22110 Local Ace Hardware had 25 cent lunch items.  I fed 2 kids and myself for $2.25 ... tax was included. 
 
25 cent hotdog 
25 cent soda 
25 cent ice-cream

B4 kids were in school, we hung out at Ace every few weeks.","['tg', 'local', 'ace', 'hardware', 'had', 'cent', 'lunch', 'items', 'i', 'fed', 'kids', 'and', 'myself', 'for', 'tax', 'was', 'included', 'cent', 'hotdog', 'cent', 'soda', 'cent', 'icecream', 'b', 'kids', 'were', 'in', 'school', 'we', 'hung', 'out', 'at', 'ace', 'every', 'few', 'weeks']"
6292,soda taxes,"@Jinxd4Ev3r @geostylegeo Taxing it works. E.g. after a quite low tax on sugar in soda (w/two thresholds of grams per ml) was introduced in the UK, a lot of brands cut sugar content without a reduction in sales, leading to a reduction of sugar purchased by households by about 10%

t.co/AqmhZgB7Ax","['jinxdevr', 'geostylegeo', 'taxing', 'it', 'works', 'eg', 'after', 'a', 'quite', 'low', 'tax', 'on', 'sugar', 'in', 'soda', 'wtwo', 'thresholds', 'of', 'grams', 'per', 'ml', 'was', 'introduced', 'in', 'the', 'uk', 'a', 'lot', 'of', 'brands', 'cut', 'sugar', 'content', 'without', 'a', 'reduction', 'in', 'sales', 'leading', 'to', 'a', 'reduction', 'of', 'sugar', 'purchased', 'by', 'households', 'by', 'about', 'tcoaqmhzgbax']"
6303,soda taxes,"@SarahHuckabee Congratulations. Glad you'll reduce taxes. What hits lower-income ppl hard is not income tax but barbaric is tax on groceries. As food prices go up,so does the tax. Sugar tax needs fixed. I buy diet soda &amp; get hit with it. Hitting the poor for buying food is wrong.","['sarahhuckabee', 'congratulations', 'glad', 'youll', 'reduce', 'taxes', 'what', 'hits', 'lowerincome', 'ppl', 'hard', 'is', 'not', 'income', 'tax', 'but', 'barbaric', 'is', 'tax', 'on', 'groceries', 'as', 'food', 'prices', 'go', 'upso', 'does', 'the', 'tax', 'sugar', 'tax', 'needs', 'fixed', 'i', 'buy', 'diet', 'soda', 'amp', 'get', 'hit', 'with', 'it', 'hitting', 'the', 'poor', 'for', 'buying', 'food', 'is', 'wrong']"
6304,soda taxes,"🧃We need soda taxes! 

🔄""These policies have a cycle - you need to convince a lot of people e.g. politicians and health professionals, so it takes time. ""

@sbarquera @1CINyS #D4N2022 shows some successes in Mexico such as taxes on SSB and high caloric density foods t.co/n7RM0eTltI","['', 'we', 'need', 'soda', 'taxes', 'these', 'policies', 'have', 'a', 'cycle', 'you', 'need', 'to', 'convince', 'a', 'lot', 'of', 'people', 'eg', 'politicians', 'and', 'health', 'professionals', 'so', 'it', 'takes', 'time', 'sbarquera', 'cinys', 'dn', 'shows', 'some', 'successes', 'in', 'mexico', 'such', 'as', 'taxes', 'on', 'ssb', 'and', 'high', 'caloric', 'density', 'foods', 'tconrmetlti']"
6313,soda taxes,The difference is that this time Elon isn’t getting subsidized by the gov with your tax dollars 💀,"['the', 'difference', 'is', 'that', 'this', 'time', 'elon', 'isn', 't', 'getting', 'subsidized', 'by', 'the', 'gov', 'with', 'your', 'tax', 'dollars', '']"
6315,soda taxes,"[HELP RT] INA GO🇮🇩

𝐀𝐧𝐭𝐢𝐯𝐢𝐫𝐚𝐥 𝐂𝐇𝐄𝐄𝐑𝐈𝐍𝐆 𝐊𝐈𝐓 
FOR DREAM SHOW TOUR by @Antiviral0423 

SUIT / BLACK / BLUE ver
IDR 270K | DP 160K

SODA ver
IDR 260K | DP 160K

📆 CLOSE 3 des

✔️ Ems+tax
✅ Min 3 slot
✔️ Pelunasan🍊

📥 Dm for order
#JENO #NCTDREAM #제노 slogan t.co/kuL1zCKYgH","['help', 'rt', 'ina', 'go', '𝐀𝐧𝐭𝐢𝐯𝐢𝐫𝐚𝐥', '𝐂𝐇𝐄𝐄𝐑𝐈𝐍𝐆', '𝐊𝐈𝐓', 'for', 'dream', 'show', 'tour', 'by', 'antiviral', 'suit', 'black', 'blue', 'ver', 'idr', 'k', 'dp', 'k', 'soda', 'ver', 'idr', 'k', 'dp', 'k', 'close', 'des', 'emstax', 'min', 'slot', 'pelunasan', 'dm', 'for', 'order', 'jeno', 'nctdream', '제노', 'slogan', 'tcokulzckygh']"
6316,soda taxes,"Room service at @FlamingoVegas, circa 1977

5.75 Chef's Salad
1.20 ice cream

0.70 milk
0.90 2 cups coffee/hot tea/hot chocolate/soda
1.30 Coors
22.00 Jack Daniels
8.00-28.00 wine bottle

1.00 service charge
3.5% state sales tax

construction limits the menu at this time
@unlvsc t.co/A3cIbun0Zm","['room', 'service', 'at', 'flamingovegas', 'circa', 'chefs', 'salad', 'ice', 'cream', 'milk', 'cups', 'coffeehot', 'teahot', 'chocolatesoda', 'coors', 'jack', 'daniels', 'wine', 'bottle', 'service', 'charge', 'state', 'sales', 'tax', 'construction', 'limits', 'the', 'menu', 'at', 'this', 'time', 'unlvsc', 'tcoacibunzm']"
6323,soda taxes,"‘This industry will stop at nothing’: Big Soda’s fight to ban taxes on sugary drinks 

The soda industry has long lobbied against soda taxes in the US but recent evidence shows these extra charges have a positive effect

t.co/JzOtClvh4b","['', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'the', 'soda', 'industry', 'has', 'long', 'lobbied', 'against', 'soda', 'taxes', 'in', 'the', 'us', 'but', 'recent', 'evidence', 'shows', 'these', 'extra', 'charges', 'have', 'a', 'positive', 'effect', 'tcojzotclvhb']"
6324,soda taxes,"The soda industry has long lobbied against soda taxes in the US but recent evidence shows these extra charges have a positive effect

‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks
t.co/G1Yo3zl9NO","['the', 'soda', 'industry', 'has', 'long', 'lobbied', 'against', 'soda', 'taxes', 'in', 'the', 'us', 'but', 'recent', 'evidence', 'shows', 'these', 'extra', 'charges', 'have', 'a', 'positive', 'effect', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tcogyozlno']"
6330,soda taxes,‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks t.co/NrxXScHekb,"['', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tconrxxschekb']"
6332,soda taxes,"Chuy Garcia is going to be Preckwinkled: a whiff of support of the dreaded Soda Tax in your political past, and the voters of the Great City of Chicago will punt you into the sun. He's DOA, wrap it up.","['chuy', 'garcia', 'is', 'going', 'to', 'be', 'preckwinkled', 'a', 'whiff', 'of', 'support', 'of', 'the', 'dreaded', 'soda', 'tax', 'in', 'your', 'political', 'past', 'and', 'the', 'voters', 'of', 'the', 'great', 'city', 'of', 'chicago', 'will', 'punt', 'you', 'into', 'the', 'sun', 'hes', 'doa', 'wrap', 'it', 'up']"
6333,soda taxes,‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks t.co/Aqvpvp9NZV,"['', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tcoaqvpvpnzv']"
6336,soda taxes,‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks t.co/hYD7pIDGPH,"['', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tcohydpidgph']"
6339,soda taxes,"I remember hearing the term “nanny state” a lot more when I was younger - people up in arms over Michael Bloomberg taxing large sodas, things like that. I feel like there are a lot of people looking around thinking that a soda tax doesn’t sound quite so bad now…","['i', 'remember', 'hearing', 'the', 'term', 'nanny', 'state', 'a', 'lot', 'more', 'when', 'i', 'was', 'younger', 'people', 'up', 'in', 'arms', 'over', 'michael', 'bloomberg', 'taxing', 'large', 'sodas', 'things', 'like', 'that', 'i', 'feel', 'like', 'there', 'are', 'a', 'lot', 'of', 'people', 'looking', 'around', 'thinking', 'that', 'a', 'soda', 'tax', 'doesn', 't', 'sound', 'quite', 'so', 'bad', 'now', '']"
6350,soda taxes,‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks t.co/deYkLThZMb,"['', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tcodeyklthzmb']"
6352,soda taxes,"De strijd van de frisdrankgiganten tegen de suikertaks gaat door. 

‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks  t.co/Y2FhaHQXWU","['de', 'strijd', 'van', 'de', 'frisdrankgiganten', 'tegen', 'de', 'suikertaks', 'gaat', 'door', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tcoyfhahqxwu']"
6354,soda taxes,‘This industry will stop at nothing’: big soda’s fight to ban taxes on sugary drinks t.co/6bgIIEoAj7,"['', 'this', 'industry', 'will', 'stop', 'at', 'nothing', 'big', 'soda', 's', 'fight', 'to', 'ban', 'taxes', 'on', 'sugary', 'drinks', 'tcobgiieoaj']"
